id,resident_name,nric,phone_number,last_update_dt
rid_349,resident_name_349,F000349D,90000349,2021-04-01T16:59:10.189+08:00
rid_350,resident_name_350,F000350K,90000350,2021-04-01T16:59:10.191+08:00
rid_351,resident_name_351,F000351W,80000351,2021-04-01T16:59:10.193+08:00
rid_352,resident_name_352,F000352U,90000352,2021-04-01T16:59:10.195+08:00
rid_353,resident_name_353,S000353B,80000353,2021-04-01T16:59:10.197+08:00
rid_354,resident_name_354,F000354I,90000354,2021-04-01T16:59:10.199+08:00
rid_355,resident_name_355,S000355J,90000355,2021-04-01T16:59:10.201+08:00
rid_356,resident_name_356,S000356D,80000356,2021-04-01T16:59:10.204+08:00
rid_357,resident_name_357,F000357N,80000357,2021-04-01T16:59:10.206+08:00
rid_358,resident_name_358,S000358F,90000358,2021-04-01T16:59:10.208+08:00
rid_359,resident_name_359,S000359C,90000359,2021-04-01T16:59:10.210+08:00
rid_360,resident_name_360,F000360A,90000360,2021-04-01T16:59:10.212+08:00
rid_361,resident_name_361,S000361F,90000361,2021-04-01T16:59:10.214+08:00
rid_362,resident_name_362,F000362Q,80000362,2021-04-01T16:59:10.216+08:00
rid_363,resident_name_363,F000363U,80000363,2021-04-01T16:59:10.218+08:00
rid_364,resident_name_364,S000364R,90000364,2021-04-01T16:59:10.220+08:00
rid_365,resident_name_365,S000365Q,90000365,2021-04-01T16:59:10.222+08:00
rid_366,resident_name_366,F000366G,90000366,2021-04-01T16:59:10.225+08:00
rid_367,resident_name_367,S000367E,80000367,2021-04-01T16:59:10.227+08:00
rid_368,resident_name_368,S000368C,80000368,2021-04-01T16:59:10.229+08:00
rid_369,resident_name_369,S000369M,90000369,2021-04-01T16:59:10.231+08:00
rid_370,resident_name_370,F000370I,80000370,2021-04-01T16:59:10.233+08:00
rid_371,resident_name_371,F000371P,90000371,2021-04-01T16:59:10.235+08:00
rid_372,resident_name_372,S000372H,80000372,2021-04-01T16:59:10.237+08:00
rid_373,resident_name_373,F000373F,90000373,2021-04-01T16:59:10.239+08:00
rid_374,resident_name_374,F000374W,90000374,2021-04-01T16:59:10.241+08:00
rid_375,resident_name_375,F000375G,80000375,2021-04-01T16:59:10.243+08:00
rid_376,resident_name_376,S000376S,90000376,2021-04-01T16:59:10.246+08:00
rid_377,resident_name_377,F000377B,80000377,2021-04-01T16:59:10.248+08:00
rid_378,resident_name_378,F000378X,90000378,2021-04-01T16:59:10.250+08:00
rid_379,resident_name_379,F000379B,80000379,2021-04-01T16:59:10.252+08:00
rid_380,resident_name_380,S000380Z,90000380,2021-04-01T16:59:10.254+08:00
rid_381,resident_name_381,S000381T,80000381,2021-04-01T16:59:10.256+08:00
rid_382,resident_name_382,F000382D,90000382,2021-04-01T16:59:10.258+08:00
rid_383,resident_name_383,S000383B,80000383,2021-04-01T16:59:10.260+08:00
rid_384,resident_name_384,S000384A,90000384,2021-04-01T16:59:10.262+08:00
rid_385,resident_name_385,F000385U,80000385,2021-04-01T16:59:10.265+08:00
rid_386,resident_name_386,S000386C,80000386,2021-04-01T16:59:10.267+08:00
rid_387,resident_name_387,S000387F,80000387,2021-04-01T16:59:10.269+08:00
rid_388,resident_name_388,F000388C,90000388,2021-04-01T16:59:10.271+08:00
rid_389,resident_name_389,S000389O,90000389,2021-04-01T16:59:10.273+08:00
rid_390,resident_name_390,S000390J,80000390,2021-04-01T16:59:10.275+08:00
rid_391,resident_name_391,F000391P,90000391,2021-04-01T16:59:10.277+08:00
rid_392,resident_name_392,S000392P,80000392,2021-04-01T16:59:10.279+08:00
rid_393,resident_name_393,F000393O,90000393,2021-04-01T16:59:10.281+08:00
rid_394,resident_name_394,S000394N,90000394,2021-04-01T16:59:10.283+08:00
rid_395,resident_name_395,F000395M,90000395,2021-04-01T16:59:10.286+08:00
rid_396,resident_name_396,F000396Y,80000396,2021-04-01T16:59:10.288+08:00
rid_397,resident_name_397,F000397W,90000397,2021-04-01T16:59:10.290+08:00
rid_398,resident_name_398,S000398E,80000398,2021-04-01T16:59:10.292+08:00
rid_399,resident_name_399,S000399X,80000399,2021-04-01T16:59:10.294+08:00
rid_400,resident_name_400,S000400M,90000400,2021-04-01T16:59:10.296+08:00
rid_401,resident_name_401,S000401U,90000401,2021-04-01T16:59:10.298+08:00
rid_402,resident_name_402,S000402V,90000402,2021-04-01T16:59:10.301+08:00
rid_403,resident_name_403,S000403I,90000403,2021-04-01T16:59:10.303+08:00
rid_404,resident_name_404,S000404J,90000404,2021-04-01T16:59:10.305+08:00
rid_405,resident_name_405,F000405I,90000405,2021-04-01T16:59:10.307+08:00
rid_406,resident_name_406,F000406S,90000406,2021-04-01T16:59:10.309+08:00
rid_407,resident_name_407,F000407S,90000407,2021-04-01T16:59:10.311+08:00
rid_408,resident_name_408,F000408X,80000408,2021-04-01T16:59:10.313+08:00
rid_409,resident_name_409,S000409K,80000409,2021-04-01T16:59:10.315+08:00
rid_410,resident_name_410,S000410E,90000410,2021-04-01T16:59:10.317+08:00
rid_411,resident_name_411,F000411J,90000411,2021-04-01T16:59:10.319+08:00
rid_412,resident_name_412,S000412H,90000412,2021-04-01T16:59:10.322+08:00
rid_413,resident_name_413,F000413S,90000413,2021-04-01T16:59:10.324+08:00
rid_414,resident_name_414,F000414F,90000414,2021-04-01T16:59:10.326+08:00
rid_415,resident_name_415,F000415B,80000415,2021-04-01T16:59:10.328+08:00
rid_416,resident_name_416,F000416N,90000416,2021-04-01T16:59:10.330+08:00
rid_417,resident_name_417,F000417R,80000417,2021-04-01T16:59:10.332+08:00
rid_418,resident_name_418,F000418Z,80000418,2021-04-01T16:59:10.334+08:00
rid_419,resident_name_419,F000419J,90000419,2021-04-01T16:59:10.337+08:00
rid_420,resident_name_420,F000420P,80000420,2021-04-01T16:59:10.339+08:00
rid_421,resident_name_421,S000421Z,80000421,2021-04-01T16:59:10.341+08:00
rid_422,resident_name_422,F000422S,90000422,2021-04-01T16:59:10.343+08:00
rid_423,resident_name_423,S000423H,80000423,2021-04-01T16:59:10.345+08:00
rid_424,resident_name_424,F000424C,90000424,2021-04-01T16:59:10.347+08:00
rid_425,resident_name_425,S000425K,80000425,2021-04-01T16:59:10.349+08:00
rid_426,resident_name_426,F000426F,90000426,2021-04-01T16:59:10.352+08:00
rid_427,resident_name_427,S000427P,80000427,2021-04-01T16:59:10.354+08:00
rid_428,resident_name_428,S000428P,90000428,2021-04-01T16:59:10.356+08:00
rid_429,resident_name_429,F000429R,80000429,2021-04-01T16:59:10.358+08:00
rid_430,resident_name_430,S000430W,90000430,2021-04-01T16:59:10.360+08:00
rid_431,resident_name_431,S000431T,80000431,2021-04-01T16:59:10.362+08:00
rid_432,resident_name_432,F000432P,80000432,2021-04-01T16:59:10.364+08:00
rid_433,resident_name_433,F000433I,80000433,2021-04-01T16:59:10.367+08:00
rid_434,resident_name_434,S000434Y,80000434,2021-04-01T16:59:10.369+08:00
rid_435,resident_name_435,S000435O,90000435,2021-04-01T16:59:10.371+08:00
rid_436,resident_name_436,F000436L,80000436,2021-04-01T16:59:10.373+08:00
rid_437,resident_name_437,F000437J,90000437,2021-04-01T16:59:10.375+08:00
rid_438,resident_name_438,F000438S,90000438,2021-04-01T16:59:10.377+08:00
rid_439,resident_name_439,S000439Y,80000439,2021-04-01T16:59:10.379+08:00
rid_440,resident_name_440,F000440F,80000440,2021-04-01T16:59:10.381+08:00
rid_441,resident_name_441,S000441Z,80000441,2021-04-01T16:59:10.384+08:00
rid_442,resident_name_442,F000442Y,90000442,2021-04-01T16:59:10.386+08:00
rid_443,resident_name_443,F000443D,90000443,2021-04-01T16:59:10.388+08:00
rid_444,resident_name_444,S000444X,80000444,2021-04-01T16:59:10.390+08:00
rid_445,resident_name_445,F000445D,80000445,2021-04-01T16:59:10.392+08:00
rid_446,resident_name_446,F000446O,90000446,2021-04-01T16:59:10.394+08:00
rid_447,resident_name_447,S000447P,90000447,2021-04-01T16:59:10.397+08:00
rid_448,resident_name_448,S000448O,90000448,2021-04-01T16:59:10.399+08:00
rid_449,resident_name_449,F000449K,80000449,2021-04-01T16:59:10.401+08:00
rid_450,resident_name_450,S000450I,90000450,2021-04-01T16:59:10.404+08:00
rid_451,resident_name_451,S000451I,90000451,2021-04-01T16:59:10.406+08:00
rid_452,resident_name_452,S000452E,80000452,2021-04-01T16:59:10.408+08:00
rid_453,resident_name_453,F000453X,80000453,2021-04-01T16:59:10.410+08:00
rid_454,resident_name_454,F000454J,90000454,2021-04-01T16:59:10.412+08:00
rid_455,resident_name_455,S000455I,90000455,2021-04-01T16:59:10.414+08:00
rid_456,resident_name_456,S000456T,80000456,2021-04-01T16:59:10.416+08:00
rid_457,resident_name_457,S000457A,90000457,2021-04-01T16:59:10.418+08:00
rid_458,resident_name_458,F000458H,90000458,2021-04-01T16:59:10.420+08:00
rid_459,resident_name_459,S000459W,80000459,2021-04-01T16:59:10.422+08:00
rid_460,resident_name_460,S000460W,80000460,2021-04-01T16:59:10.425+08:00
rid_461,resident_name_461,S000461Y,90000461,2021-04-01T16:59:10.427+08:00
rid_462,resident_name_462,F000462G,80000462,2021-04-01T16:59:10.429+08:00
rid_463,resident_name_463,S000463B,90000463,2021-04-01T16:59:10.431+08:00
rid_464,resident_name_464,F000464N,80000464,2021-04-01T16:59:10.433+08:00
rid_465,resident_name_465,S000465R,80000465,2021-04-01T16:59:10.435+08:00
rid_466,resident_name_466,F000466G,90000466,2021-04-01T16:59:10.437+08:00
rid_467,resident_name_467,F000467H,90000467,2021-04-01T16:59:10.439+08:00
rid_468,resident_name_468,F000468U,80000468,2021-04-01T16:59:10.442+08:00
rid_469,resident_name_469,F000469O,80000469,2021-04-01T16:59:10.444+08:00
rid_470,resident_name_470,S000470V,90000470,2021-04-01T16:59:10.446+08:00
rid_471,resident_name_471,S000471B,80000471,2021-04-01T16:59:10.448+08:00
rid_472,resident_name_472,S000472H,80000472,2021-04-01T16:59:10.450+08:00
rid_473,resident_name_473,F000473H,80000473,2021-04-01T16:59:10.452+08:00
rid_474,resident_name_474,F000474O,80000474,2021-04-01T16:59:10.454+08:00
rid_475,resident_name_475,F000475I,80000475,2021-04-01T16:59:10.456+08:00
rid_476,resident_name_476,F000476X,80000476,2021-04-01T16:59:10.458+08:00
rid_477,resident_name_477,S000477F,80000477,2021-04-01T16:59:10.460+08:00
rid_478,resident_name_478,F000478O,90000478,2021-04-01T16:59:10.463+08:00
rid_479,resident_name_479,S000479L,80000479,2021-04-01T16:59:10.465+08:00
rid_480,resident_name_480,S000480Q,90000480,2021-04-01T16:59:10.467+08:00
rid_481,resident_name_481,S000481F,80000481,2021-04-01T16:59:10.469+08:00
rid_482,resident_name_482,S000482O,80000482,2021-04-01T16:59:10.471+08:00
rid_483,resident_name_483,S000483X,80000483,2021-04-01T16:59:10.473+08:00
rid_484,resident_name_484,F000484T,90000484,2021-04-01T16:59:10.475+08:00
rid_485,resident_name_485,F000485E,90000485,2021-04-01T16:59:10.477+08:00
rid_486,resident_name_486,F000486Z,80000486,2021-04-01T16:59:10.480+08:00
rid_487,resident_name_487,F000487X,90000487,2021-04-01T16:59:10.482+08:00
rid_488,resident_name_488,S000488V,80000488,2021-04-01T16:59:10.484+08:00
rid_489,resident_name_489,F000489V,90000489,2021-04-01T16:59:10.486+08:00
rid_490,resident_name_490,F000490R,80000490,2021-04-01T16:59:10.488+08:00
rid_491,resident_name_491,F000491M,80000491,2021-04-01T16:59:10.490+08:00
rid_492,resident_name_492,S000492Z,80000492,2021-04-01T16:59:10.492+08:00
rid_493,resident_name_493,F000493E,80000493,2021-04-01T16:59:10.494+08:00
rid_494,resident_name_494,S000494E,80000494,2021-04-01T16:59:10.496+08:00
rid_495,resident_name_495,F000495U,80000495,2021-04-01T16:59:10.498+08:00
rid_496,resident_name_496,F000496F,90000496,2021-04-01T16:59:10.501+08:00
rid_497,resident_name_497,F000497M,80000497,2021-04-01T16:59:10.503+08:00
rid_498,resident_name_498,S000498Z,80000498,2021-04-01T16:59:10.505+08:00
rid_499,resident_name_499,S000499R,90000499,2021-04-01T16:59:10.507+08:00
rid_500,resident_name_500,F000500F,90000500,2021-04-01T16:59:10.509+08:00
rid_501,resident_name_501,F000501S,80000501,2021-04-01T16:59:10.511+08:00
rid_502,resident_name_502,F000502L,90000502,2021-04-01T16:59:10.513+08:00
rid_503,resident_name_503,F000503S,90000503,2021-04-01T16:59:10.515+08:00
rid_504,resident_name_504,F000504W,80000504,2021-04-01T16:59:10.517+08:00
rid_505,resident_name_505,S000505D,90000505,2021-04-01T16:59:10.520+08:00
rid_506,resident_name_506,F000506B,80000506,2021-04-01T16:59:10.522+08:00
rid_507,resident_name_507,S000507S,90000507,2021-04-01T16:59:10.524+08:00
rid_508,resident_name_508,F000508T,90000508,2021-04-01T16:59:10.526+08:00
rid_509,resident_name_509,S000509R,90000509,2021-04-01T16:59:10.528+08:00
rid_510,resident_name_510,F000510F,80000510,2021-04-01T16:59:10.530+08:00
rid_511,resident_name_511,F000511Z,80000511,2021-04-01T16:59:10.532+08:00
rid_512,resident_name_512,F000512V,90000512,2021-04-01T16:59:10.534+08:00
rid_513,resident_name_513,S000513V,90000513,2021-04-01T16:59:10.536+08:00
rid_514,resident_name_514,S000514Y,90000514,2021-04-01T16:59:10.538+08:00
rid_515,resident_name_515,F000515N,80000515,2021-04-01T16:59:10.541+08:00
rid_516,resident_name_516,F000516S,80000516,2021-04-01T16:59:10.543+08:00
rid_517,resident_name_517,S000517J,90000517,2021-04-01T16:59:10.545+08:00
rid_518,resident_name_518,S000518Q,80000518,2021-04-01T16:59:10.547+08:00
rid_519,resident_name_519,S000519H,90000519,2021-04-01T16:59:10.549+08:00
rid_520,resident_name_520,S000520J,80000520,2021-04-01T16:59:10.551+08:00
rid_521,resident_name_521,F000521H,80000521,2021-04-01T16:59:10.553+08:00
rid_522,resident_name_522,S000522I,90000522,2021-04-01T16:59:10.555+08:00
rid_523,resident_name_523,S000523U,90000523,2021-04-01T16:59:10.557+08:00
rid_524,resident_name_524,S000524O,80000524,2021-04-01T16:59:10.559+08:00
rid_525,resident_name_525,F000525Q,90000525,2021-04-01T16:59:10.562+08:00
rid_526,resident_name_526,S000526Y,80000526,2021-04-01T16:59:10.564+08:00
rid_527,resident_name_527,S000527I,80000527,2021-04-01T16:59:10.566+08:00
rid_528,resident_name_528,F000528W,80000528,2021-04-01T16:59:10.568+08:00
rid_529,resident_name_529,S000529N,80000529,2021-04-01T16:59:10.570+08:00
rid_530,resident_name_530,F000530B,90000530,2021-04-01T16:59:10.572+08:00
rid_531,resident_name_531,S000531C,80000531,2021-04-01T16:59:10.574+08:00
rid_532,resident_name_532,F000532D,80000532,2021-04-01T16:59:10.576+08:00
rid_533,resident_name_533,S000533S,90000533,2021-04-01T16:59:10.578+08:00
rid_534,resident_name_534,F000534Q,90000534,2021-04-01T16:59:10.580+08:00
rid_535,resident_name_535,S000535J,90000535,2021-04-01T16:59:10.582+08:00
rid_536,resident_name_536,F000536W,90000536,2021-04-01T16:59:10.585+08:00
rid_537,resident_name_537,S000537J,90000537,2021-04-01T16:59:10.587+08:00
rid_538,resident_name_538,S000538F,80000538,2021-04-01T16:59:10.589+08:00
rid_539,resident_name_539,F000539K,80000539,2021-04-01T16:59:10.591+08:00
rid_540,resident_name_540,F000540I,80000540,2021-04-01T16:59:10.593+08:00
rid_541,resident_name_541,F000541C,80000541,2021-04-01T16:59:10.595+08:00
rid_542,resident_name_542,S000542V,90000542,2021-04-01T16:59:10.597+08:00
rid_543,resident_name_543,F000543K,80000543,2021-04-01T16:59:10.599+08:00
rid_544,resident_name_544,S000544W,80000544,2021-04-01T16:59:10.601+08:00
rid_545,resident_name_545,S000545R,80000545,2021-04-01T16:59:10.603+08:00
rid_546,resident_name_546,S000546X,80000546,2021-04-01T16:59:10.605+08:00
rid_547,resident_name_547,F000547T,80000547,2021-04-01T16:59:10.608+08:00
rid_548,resident_name_548,S000548C,80000548,2021-04-01T16:59:10.610+08:00
rid_549,resident_name_549,S000549R,80000549,2021-04-01T16:59:10.612+08:00
rid_550,resident_name_550,F000550S,90000550,2021-04-01T16:59:10.614+08:00
rid_551,resident_name_551,F000551A,90000551,2021-04-01T16:59:10.616+08:00
rid_552,resident_name_552,F000552Z,90000552,2021-04-01T16:59:10.618+08:00
rid_553,resident_name_553,F000553K,80000553,2021-04-01T16:59:10.620+08:00
rid_554,resident_name_554,F000554B,80000554,2021-04-01T16:59:10.622+08:00
rid_555,resident_name_555,S000555I,90000555,2021-04-01T16:59:10.625+08:00
rid_556,resident_name_556,F000556K,80000556,2021-04-01T16:59:10.627+08:00
rid_557,resident_name_557,S000557Q,80000557,2021-04-01T16:59:10.629+08:00
rid_558,resident_name_558,F000558J,90000558,2021-04-01T16:59:10.631+08:00
rid_559,resident_name_559,S000559G,80000559,2021-04-01T16:59:10.633+08:00
rid_560,resident_name_560,S000560J,90000560,2021-04-01T16:59:10.635+08:00
rid_561,resident_name_561,F000561N,80000561,2021-04-01T16:59:10.637+08:00
rid_562,resident_name_562,S000562S,90000562,2021-04-01T16:59:10.639+08:00
rid_563,resident_name_563,F000563N,80000563,2021-04-01T16:59:10.641+08:00
rid_564,resident_name_564,F000564P,80000564,2021-04-01T16:59:10.644+08:00
rid_565,resident_name_565,F000565P,80000565,2021-04-01T16:59:10.646+08:00
rid_566,resident_name_566,S000566P,90000566,2021-04-01T16:59:10.648+08:00
rid_567,resident_name_567,F000567H,80000567,2021-04-01T16:59:10.650+08:00
rid_568,resident_name_568,F000568I,80000568,2021-04-01T16:59:10.652+08:00
rid_569,resident_name_569,F000569G,80000569,2021-04-01T16:59:10.654+08:00
rid_570,resident_name_570,F000570D,80000570,2021-04-01T16:59:10.656+08:00
rid_571,resident_name_571,S000571O,90000571,2021-04-01T16:59:10.658+08:00
rid_572,resident_name_572,F000572G,80000572,2021-04-01T16:59:10.660+08:00
rid_573,resident_name_573,F000573D,90000573,2021-04-01T16:59:10.662+08:00
rid_574,resident_name_574,S000574I,90000574,2021-04-01T16:59:10.664+08:00
rid_575,resident_name_575,S000575L,80000575,2021-04-01T16:59:10.667+08:00
rid_576,resident_name_576,S000576P,80000576,2021-04-01T16:59:10.669+08:00
rid_577,resident_name_577,S000577V,90000577,2021-04-01T16:59:10.671+08:00
rid_578,resident_name_578,S000578E,90000578,2021-04-01T16:59:10.673+08:00
rid_579,resident_name_579,F000579H,90000579,2021-04-01T16:59:10.675+08:00
rid_580,resident_name_580,F000580A,80000580,2021-04-01T16:59:10.677+08:00
rid_581,resident_name_581,F000581B,80000581,2021-04-01T16:59:10.680+08:00
rid_582,resident_name_582,F000582C,80000582,2021-04-01T16:59:10.682+08:00
rid_583,resident_name_583,F000583D,80000583,2021-04-01T16:59:10.684+08:00
rid_584,resident_name_584,F000584F,80000584,2021-04-01T16:59:10.686+08:00
rid_585,resident_name_585,F000585I,90000585,2021-04-01T16:59:10.688+08:00
rid_586,resident_name_586,F000586M,90000586,2021-04-01T16:59:10.691+08:00
rid_587,resident_name_587,F000587J,90000587,2021-04-01T16:59:10.693+08:00
rid_588,resident_name_588,F000588E,90000588,2021-04-01T16:59:10.695+08:00
rid_589,resident_name_589,S000589E,90000589,2021-04-01T16:59:10.697+08:00
rid_590,resident_name_590,F000590D,90000590,2021-04-01T16:59:10.699+08:00
rid_591,resident_name_591,S000591O,80000591,2021-04-01T16:59:10.701+08:00
rid_592,resident_name_592,S000592T,80000592,2021-04-01T16:59:10.703+08:00
rid_593,resident_name_593,S000593R,90000593,2021-04-01T16:59:10.705+08:00
rid_594,resident_name_594,F000594V,90000594,2021-04-01T16:59:10.707+08:00
rid_595,resident_name_595,F000595U,90000595,2021-04-01T16:59:10.709+08:00
rid_596,resident_name_596,F000596T,80000596,2021-04-01T16:59:10.712+08:00
rid_597,resident_name_597,F000597L,90000597,2021-04-01T16:59:10.714+08:00
rid_598,resident_name_598,S000598K,90000598,2021-04-01T16:59:10.716+08:00
rid_599,resident_name_599,F000599O,90000599,2021-04-01T16:59:10.718+08:00
rid_600,resident_name_600,F000600A,90000600,2021-04-01T16:59:10.720+08:00
rid_601,resident_name_601,S000601E,90000601,2021-04-01T16:59:10.722+08:00
rid_602,resident_name_602,S000602B,80000602,2021-04-01T16:59:10.724+08:00
rid_603,resident_name_603,F000603J,90000603,2021-04-01T16:59:10.726+08:00
rid_604,resident_name_604,S000604Z,90000604,2021-04-01T16:59:10.728+08:00
rid_605,resident_name_605,S000605X,80000605,2021-04-01T16:59:10.730+08:00
rid_606,resident_name_606,S000606X,90000606,2021-04-01T16:59:10.732+08:00
rid_607,resident_name_607,F000607U,80000607,2021-04-01T16:59:10.735+08:00
rid_608,resident_name_608,S000608W,80000608,2021-04-01T16:59:10.737+08:00
rid_609,resident_name_609,F000609L,90000609,2021-04-01T16:59:10.739+08:00
rid_610,resident_name_610,S000610Z,80000610,2021-04-01T16:59:10.741+08:00
rid_611,resident_name_611,F000611H,80000611,2021-04-01T16:59:10.743+08:00
rid_612,resident_name_612,F000612O,90000612,2021-04-01T16:59:10.745+08:00
rid_613,resident_name_613,F000613Y,90000613,2021-04-01T16:59:10.747+08:00
rid_614,resident_name_614,S000614X,80000614,2021-04-01T16:59:10.749+08:00
rid_615,resident_name_615,S000615R,90000615,2021-04-01T16:59:10.751+08:00
rid_616,resident_name_616,S000616M,90000616,2021-04-01T16:59:10.754+08:00
rid_617,resident_name_617,S000617H,80000617,2021-04-01T16:59:10.756+08:00
rid_618,resident_name_618,S000618Q,90000618,2021-04-01T16:59:10.758+08:00
rid_619,resident_name_619,S000619K,90000619,2021-04-01T16:59:10.760+08:00
rid_620,resident_name_620,F000620M,80000620,2021-04-01T16:59:10.762+08:00
rid_621,resident_name_621,S000621O,90000621,2021-04-01T16:59:10.764+08:00
rid_622,resident_name_622,S000622S,80000622,2021-04-01T16:59:10.766+08:00
rid_623,resident_name_623,S000623V,80000623,2021-04-01T16:59:10.768+08:00
rid_624,resident_name_624,F000624U,90000624,2021-04-01T16:59:10.770+08:00
rid_625,resident_name_625,F000625B,80000625,2021-04-01T16:59:10.773+08:00
rid_626,resident_name_626,S000626D,80000626,2021-04-01T16:59:10.775+08:00
rid_627,resident_name_627,S000627H,90000627,2021-04-01T16:59:10.777+08:00
rid_628,resident_name_628,F000628E,80000628,2021-04-01T16:59:10.779+08:00
rid_629,resident_name_629,F000629T,80000629,2021-04-01T16:59:10.781+08:00
rid_630,resident_name_630,S000630A,80000630,2021-04-01T16:59:10.783+08:00
rid_631,resident_name_631,F000631M,90000631,2021-04-01T16:59:10.785+08:00
rid_632,resident_name_632,S000632Y,80000632,2021-04-01T16:59:10.787+08:00
rid_633,resident_name_633,F000633K,90000633,2021-04-01T16:59:10.789+08:00
rid_634,resident_name_634,S000634U,80000634,2021-04-01T16:59:10.791+08:00
rid_635,resident_name_635,S000635I,80000635,2021-04-01T16:59:10.793+08:00
rid_636,resident_name_636,F000636C,80000636,2021-04-01T16:59:10.796+08:00
rid_637,resident_name_637,F000637U,80000637,2021-04-01T16:59:10.798+08:00
rid_638,resident_name_638,S000638B,80000638,2021-04-01T16:59:10.800+08:00
rid_639,resident_name_639,F000639T,90000639,2021-04-01T16:59:10.802+08:00
rid_640,resident_name_640,F000640G,80000640,2021-04-01T16:59:10.804+08:00
rid_641,resident_name_641,F000641M,90000641,2021-04-01T16:59:10.806+08:00
rid_642,resident_name_642,S000642U,90000642,2021-04-01T16:59:10.808+08:00
rid_643,resident_name_643,S000643W,80000643,2021-04-01T16:59:10.810+08:00
rid_644,resident_name_644,S000644D,90000644,2021-04-01T16:59:10.812+08:00
rid_645,resident_name_645,F000645P,80000645,2021-04-01T16:59:10.814+08:00
rid_646,resident_name_646,F000646H,90000646,2021-04-01T16:59:10.817+08:00
rid_647,resident_name_647,S000647K,80000647,2021-04-01T16:59:10.819+08:00
rid_648,resident_name_648,F000648V,90000648,2021-04-01T16:59:10.821+08:00
rid_649,resident_name_649,S000649N,80000649,2021-04-01T16:59:10.823+08:00
rid_650,resident_name_650,S000650F,90000650,2021-04-01T16:59:10.825+08:00
rid_651,resident_name_651,F000651D,90000651,2021-04-01T16:59:10.827+08:00
rid_652,resident_name_652,F000652D,80000652,2021-04-01T16:59:10.829+08:00
rid_653,resident_name_653,S000653Z,80000653,2021-04-01T16:59:10.831+08:00
rid_654,resident_name_654,F000654J,80000654,2021-04-01T16:59:10.833+08:00
rid_655,resident_name_655,S000655R,80000655,2021-04-01T16:59:10.835+08:00
rid_656,resident_name_656,F000656K,80000656,2021-04-01T16:59:10.837+08:00
rid_657,resident_name_657,S000657V,80000657,2021-04-01T16:59:10.839+08:00
rid_658,resident_name_658,S000658V,80000658,2021-04-01T16:59:10.842+08:00
rid_659,resident_name_659,F000659F,80000659,2021-04-01T16:59:10.844+08:00
rid_660,resident_name_660,F000660R,90000660,2021-04-01T16:59:10.846+08:00
rid_661,resident_name_661,F000661Z,90000661,2021-04-01T16:59:10.848+08:00
rid_662,resident_name_662,S000662M,80000662,2021-04-01T16:59:10.850+08:00
rid_663,resident_name_663,F000663V,90000663,2021-04-01T16:59:10.852+08:00
rid_664,resident_name_664,S000664B,90000664,2021-04-01T16:59:10.854+08:00
rid_665,resident_name_665,F000665D,80000665,2021-04-01T16:59:10.856+08:00
rid_666,resident_name_666,F000666B,90000666,2021-04-01T16:59:10.858+08:00
rid_667,resident_name_667,F000667J,80000667,2021-04-01T16:59:10.860+08:00
rid_668,resident_name_668,S000668J,90000668,2021-04-01T16:59:10.862+08:00
rid_669,resident_name_669,F000669P,80000669,2021-04-01T16:59:10.865+08:00
rid_670,resident_name_670,S000670P,90000670,2021-04-01T16:59:10.867+08:00
rid_671,resident_name_671,S000671Q,90000671,2021-04-01T16:59:10.869+08:00
rid_672,resident_name_672,F000672K,90000672,2021-04-01T16:59:10.871+08:00
rid_673,resident_name_673,S000673B,80000673,2021-04-01T16:59:10.873+08:00
rid_674,resident_name_674,F000674E,80000674,2021-04-01T16:59:10.875+08:00
rid_675,resident_name_675,S000675A,80000675,2021-04-01T16:59:10.877+08:00
rid_676,resident_name_676,F000676B,90000676,2021-04-01T16:59:10.879+08:00
rid_677,resident_name_677,S000677C,80000677,2021-04-01T16:59:10.881+08:00
rid_678,resident_name_678,F000678L,80000678,2021-04-01T16:59:10.883+08:00
rid_679,resident_name_679,F000679R,90000679,2021-04-01T16:59:10.885+08:00
rid_680,resident_name_680,S000680Q,80000680,2021-04-01T16:59:10.888+08:00
rid_681,resident_name_681,F000681Q,80000681,2021-04-01T16:59:10.890+08:00
rid_682,resident_name_682,S000682S,80000682,2021-04-01T16:59:10.892+08:00
rid_683,resident_name_683,F000683L,90000683,2021-04-01T16:59:10.894+08:00
rid_684,resident_name_684,F000684Y,90000684,2021-04-01T16:59:10.896+08:00
rid_685,resident_name_685,S000685Y,80000685,2021-04-01T16:59:10.898+08:00
rid_686,resident_name_686,S000686P,90000686,2021-04-01T16:59:10.900+08:00
rid_687,resident_name_687,S000687J,90000687,2021-04-01T16:59:10.902+08:00
rid_688,resident_name_688,S000688R,90000688,2021-04-01T16:59:10.905+08:00
rid_689,resident_name_689,F000689E,80000689,2021-04-01T16:59:10.907+08:00
rid_690,resident_name_690,S000690I,80000690,2021-04-01T16:59:10.909+08:00
rid_691,resident_name_691,F000691E,80000691,2021-04-01T16:59:10.911+08:00
rid_692,resident_name_692,F000692A,90000692,2021-04-01T16:59:10.913+08:00
rid_693,resident_name_693,F000693C,80000693,2021-04-01T16:59:10.915+08:00
rid_694,resident_name_694,S000694O,80000694,2021-04-01T16:59:10.917+08:00
rid_695,resident_name_695,F000695Z,80000695,2021-04-01T16:59:10.919+08:00
rid_696,resident_name_696,F000696I,80000696,2021-04-01T16:59:10.921+08:00
